firma,adresse,postcode,city,geometry,phone,Ackerland,Hopfen,Gruenland,Wald,Gemuese,Energie,Obst,Blumen,Gewuerze,Wein
Landwirtschaftsbetrieb Andert,Dorfstraße 64,39579,Rochau ,POINT (52.70955645 11.834299013381495),0174-9389945,< 500,,< 50,,,,,,,
Spargelhof Leonhard,Schulstraße 25,77836,Rheinmünster,POINT (48.7780241 8.058144),0171-1260021,< 500,,,,< 5,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Landwirtschaftsbetrieb Brüstle,Kirchweg 45,72275,Alpirsbach-Hönweiler,POINT (48.3145734 8.449625405503685),0151-19322557, < 50,,< 50,,,,,,,
Gottschalk-Obst,Binger Straße 53,55218,Ingelheim,POINT (49.97502465 8.058985122194514),06132-3272, < 50,,,,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",< 50,,,
Schwanenhof,An der Igstadterstr. 4,65205,Nordenstadt,POINT (50.07003205 8.342841461303461),,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 5,,,
Biolandhof Kelly,Oberndorf 20-1,88634,Herdwangen,POINT (47.8641797 9.1462969),07557-929919,,,< 100,,< 5,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,< 5,,
Reimershof ,Reimershoferweg 17,24107,Quarnbek,POINT (54.3546001 10.026056592462123),04340-9160,,,< 50,,< 5,,,,,
Jägerhof Agrar GbR,Jägerhof 1,35510,Maibach,POINT (50.382240949999996 8.571148436268116),,< 500,,< 50,,,,,,,
Bächle GBR,Hagstraße 13,72820,Sonnenbühl,POINT (48.3859961 9.178353763413554),, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Iderhoff,Ubbo-Emmius-Straße 2,26736,Krummhörn,POINT (53.4434525 7.0962645),0160-97527302,< 500,,,,,"<span class=""textformatter-list"">Sonstige</span>",,,,
Agrarproduktion Frauenprießnitz GmbH &amp; Co. KG,Thierschnecker Straße 1,07774,Frauenprießnitz,,036421-22103,< 2000,,< 100,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Landwirtschaftsbetrieb Christina &amp; Tobias Müller,Lärchenweg 2,35041,Marburg-Wehrda,POINT (50.8359563 8.758934323433728),, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Fink,Irlham 3,83119,Obing,POINT (48.014848799999996 12.384091793575413),08624-2443, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
H &amp; G Hahne GbR ,Grüne Straße 35,39576,Stendal,POINT (52.5400395 11.7928537),0175-2491818,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Biogas</span>",,,,
Landwirtschaftsbetrieb Beckurs,Kreisstraße 128,39387,Oschersleben,POINT (51.9967082 11.1946466),0172-3075888,,,,,,,,,,
Landwirtschaftsbetrieb Meik Beyer,Drackenstedter Weg 4,39167,Ochtmersleben,POINT (52.1561194 11.400661578502433),039206-51162, < 50,,< 500,,,,,,,
Mariaberg e.V. ,Riedäcker 1,72501,Gammertingen-Mariaberg,POINT (48.2775987 9.203034495885948),07124-923220, < 50,,< 100,< 50,< 5,,,,,
Franken Syderhof,Gladbacherstraße 347,41179,Mönchengladbach,POINT (51.1631967 6.3754714),,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Scheuerlein GbR,Unteres Dorf 12,91174,Spalt,POINT (49.1634844 10.9125651),,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",< 5,,,
Diebacher Milch,Altwiedermuser Straße 9,63654,Büdingen,POINT (50.25422855 9.072310712871731),06048-7854, < 50,,< 50,,,,,,,
Eichbuschhof,Talstraße 82,75378,Bad Liebenzell-Maisenbach,POINT (48.7675985 8.6810748),0174-1639494,< 100,,< 100,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Beerenhof-Feußner ,Plouescatstraße 12,37281,Wanfried,POINT (51.1864667 10.1698725),05655-209,,,,,,,,,,
Malerhof GbR,Hauptstraße 7,92271,Freihung,POINT (49.62771335 11.93879554635554),, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Jann-Henning und Sandra Dircks,Diekstraat 13,25870,Norderfriedrichskoog,POINT (54.4032871 8.889153732937956),04864-317,< 2000,,< 100,,,,,,,
Euneshof,Vorderorbroich 93,47839,Krefeld,POINT (51.3886977 6.4872738),0177-2309896,,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Mario Koch,Danziger Straße 11,36304,Alsfeld / Leusel,POINT (50.7580636 9.235604302875206),,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hofgut Rabenau,Reinhardtshainer Weg 1,35466,Rabenau,,0171-9715452,,,< 50,,,"<span class=""textformatter-list"">Sonstige</span>",,,,
Rainer Döinghaus,Bergstraße 30,33449,Langenberg,POINT (51.75856325 8.308281209952584),0160-96207889,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Haberer GbR,Mühlbachhof 1,72189,Vöhringen- Wittershausen,POINT (48.3215381 8.645394295209682),,< 100,,< 100,,,"<span class=""textformatter-list"">Biogas, Photovoltaik, Sonstige</span>",,,,
Gerrit Rottinghaus,Rottinghauser Esch 3,49401,Damme,POINT (52.49779015 8.171859693954172),, < 50,,,,,,,,,
Harzwaldhof,Am Harzwald,78664,Eschbronn,POINT (48.1819189 8.4715934),0171-7913803, < 50,,< 100,< 50,,,,,,
 Zeller,Breitenau 3,84164,Moosthenning,POINT (48.7003767 12.418166),0170-9107039,< 100,,,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Strunk,Wilhelms Heide 8,49451,Holdorf,POINT (52.5687784 8.089879),0549-48939, < 50,,,,,,,,,
Dirk Niemann,Westerholte 4,49577,Ankum,POINT (52.4948534 7.8647269),0151-51255783,< 100,,,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Arno Geyer,Mittelstraße 1,36304,Alsfeld-Reibertenrod,POINT (50.7680138 9.253058797415632),06631-918900,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Frentjen GbR,Holter Straße 3,48455,Bad Bentheim,POINT (52.3338633 7.0625547),0163-2935908, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof-Schürholz,Wendener Straße 32,57482,Wenden,POINT (50.94740405 7.88437171059406),0170-7690291, < 50,,< 50,,,,,,,
Horstmann Landwirtschaft,Schüttenkamp 2,27243,Groß Ippener,POINT (52.9952088 8.621301882424959),,< 500,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof Barke,Barke 2,27333,Bücken,POINT (52.78224865 9.066178684486058),0173-6066399,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Feldmann,Postweg 88,33442,Herzebrock,POINT (51.89820015 8.226543264355884),0170-8332432, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
 Mense GbR,Steider Straße 102,48499,Salzbergen,POINT (52.3197153 7.340345),0179-7665914,< 100,,,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Behnen,Hinterberg 29,26169,Friesoythe - Gehlenberg,POINT (52.9785455 7.7780467),04493-376,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Fritz Troue,Große Straße 85,27313,Dörverden,POINT (52.85445755 9.235572),0172-8469970,< 100,,,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Landwirtschaftlicher Gemüsebau,Bruckenackerhof 6,70794,Filderstadt,POINT (48.68269855 9.224606855757393),0711-7079421, < 50,,,,< 50,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hartmut Köberer GbR,Könbronn 4,74575,Schrozberg- Könbronn,POINT (49.3545106 9.970099000000001),07935-7265170,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof Schwamborn ,Kleuelshöhe 1,51789,Lindlar,POINT (50.9787577 7.3201789),0171-5409007 ,,,< 50,< 50,,,,,,
Bauernhof Schmitz,Höngesberg 4,53797,Lohmar,POINT (50.86989215 7.246250826125291),0173-4723673, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Florian Harms,Untere Dorfstraße 40,38304,Wolfenbüttel,POINT (52.1613837 10.4854457),05331-885585,< 100,,< 50,< 50,,,,< 10,,
Dirk Zeyn,Große Straße 87,27313,Dörverden,POINT (52.855238650000004 9.23548445),,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hüggelmeyer GbR,An der Springmühle 1,49214,Bad Rothenfelde,POINT (52.1190349 8.1674274),0176-81035099,< 500,,,< 50,,,,,,
Bredenschlag,Bredenschlag 1,49584,Fürstenau,POINT (52.4994719 7.65165352909661),05901-959574,< 500,,,,,"<span class=""textformatter-list"">Biogas</span>",,,,
Miller GbR,Aussiedlerhof 1,86732,Oettingen,POINT (48.9739717 10.6116248),,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Carsten Lindemann,Strohe 1,27243,Beckstedt,POINT (52.84087495 8.49897113377502),04434-918306,< 100,,,< 50,,,,,,
Landwirtschaft,Moosbach 8,91575,Windsbach,POINT (49.2607115 10.843828),0160-93600010, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Frederik Grunwald,Hohenfelder Straße 24,22929,Köthel,POINT (53.6120251 10.5063888),0170-8013514,< 500,,,,,,,,,
Melkvehbedriv Familie Toft,Westerreihe 44 und Norderfeld 1,24852,Eggebek,,04609-260,< 500,,< 100,< 50,,,,,,
Hauke &amp; Heinrich Mues GbR,In der Horst 5,31592,Stolzenau,POINT (52.4998373 8.9831679),0151-65105171,< 500,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Claus Becker,Sauerlandstraße 39,34519,Diemelsee,POINT (51.3435713 8.7011611),, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Konnertz,Kaarster Straße 163,41462,Neuss,POINT (51.22699265 6.648960799999997),0176-64338333, < 50,,,,,,,,,
Hof Hohenmoor,Hohenmoor 1,24568,Kaltenkirchen,POINT (53.8171728 9.957718704230215),,< 500,,< 50,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Milchhof Manger,Würzburger Straße 55,97279,Prosselsheim,POINT (49.8637202 10.1239686),0175-7903571,< 500,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Wulf,Dorfstraße 14,21516,Woltersdorf,POINT (52.40769794285715 12.37010022857143),0179-4008119, < 50,,,< 50,,,,,,
Eschenbüscher Landwirtschaft und Lohnunternehmen,Liemekestraße 23,33154,Salzkotten,POINT (51.6975657 8.5711150340079),0170-9909382, < 50,,< 100,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Poppinga,Mühlenstraße 3,26736,Greetsiel,POINT (53.4979412 7.0999269),0160-3686466,,,,,,"<span class=""textformatter-list"">Sonstige</span>",,,,
Landwirtschaftsbetrieb Manfred Hurtz,Utenwinkler Hof,52385,Nideggen,,02427-8951,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof-Rodewald,Lindenallee 9,27336,Frankenfeld - Bosse,POINT (52.7578842 9.4544374),05165-3055,< 500,,< 50,< 50,,,,,,
D &amp; T Schwaderer GbR,Stiftsgrundhof 15,71522,Backnang,POINT (48.90787725 9.417888016932505),07191-68585,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 10,,,
Andreas Meyer,Brunnenweg 3,29553,Bienenbüttel,POINT (53.1239143 10.4735512),0151-70604647,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Frank Bergmann-Kramer,Blandsholzweg 5,27324,Eystrup,POINT (52.772440849999995 9.255309344919784),04254-2742,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Grasdorfer Milch KG,Grasdorfer Milch KG,28879,Grasberg,,0172-9094181,< 100,,< 100,< 50,,,,,,
Hof Neber - Kissinger,Hof Neber 1,67294,Mauchenheim,POINT (49.703722 8.042356739800137),06352-4726,< 500,,,,< 10,"<span class=""textformatter-list"">Photovoltaik</span>",,< 5,,< 5
Weingut Hörner GbR,Edesheimer Weg 14,76879,Hochstadt,POINT (49.2443733 8.2139563),0178-8384831,,,,,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,> 10
Ralf Bläsig,Hauptstraße 23,31249,Mehrum,POINT (52.3047079 10.0923296),0170-6358037,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Bläsig GbR,Heteborner Weg 5,38828,Rodersdorf,POINT (51.8774192 11.219874),0170-6358037,< 500,,,,,,,,,
Rubel,Müsleringer Weserweg 1,31592,Stolzenau,POINT (52.489071100000004 9.029552528444324),05761-2036,< 500,,< 50,,,"<span class=""textformatter-list"">Biogas, Photovoltaik, Sonstige</span>",,,,
Iemhoff GbR,An der Kirche 29,39387,Oschersleben,POINT (52.0154788 11.2991207),0171-434645,< 100,,,,,,,,,
Frenkenhof,Görgesheideweg 168,40670,Meerbusch,POINT (51.286228449999996 6.616421351313803),02159-910336, < 50,,,,< 50,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Landwirtschaftliches Lohnunternehmen Kerth mit Direktvermarktung ,In den Rötzwiesen,76870,Kandel,POINT (49.0954647 8.1785517),07275-61388, < 50,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Manfred Specht,Ruhlkirchener Straße 6,36304,Alsfeld-Fischbach,POINT (50.8171706 9.215182429172765),06697-231, < 50,,< 50,,,,,,,
Gasthof zum Rehbrook ,Rehbrook 1,22967,Tremsbüttel,POINT (53.734445550000004 10.322403258235148),,,,< 50,,,,,,,
Ingo Nuttelmann,Voigtei 1,31595,Steyerberg,POINT (52.6052268 8.9341222),0152-28686533,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Rainer Kaufmann,Straßburger-Hof,56753,Trimbs,POINT (50.3348742 7.3042382),,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Burenzucht Haßler,Rüppershäuser Straße 26,57334,Bad Laasphe,POINT (50.9602013 8.307532650555544),,,,< 50,,,,,,,
Luhmann,Arendorf 5,29565,Wriedel,POINT (53.036980400000004 10.327800605351225),,< 500,,< 50,< 50,< 10,"<span class=""textformatter-list"">Photovoltaik</span>",,< 5,,
Fitschen,Wohlerst 32,21698,Brest,POINT (53.421279999999996 9.399338065057005),04166-1202, < 50,,< 50,< 50,,,,,,
Brusiushof,Hauptstraße 20,50259,Pulheim,POINT (51.01725315 6.755984060818719),,< 100,,< 50,,,,,,,
Hof Böckmann,Börsinghauserstraße 30,44627,Herne,POINT (51.5448485 7.276732861468117),0175-2459183, < 50,,< 50,,,"<span class=""textformatter-list"">Sonstige</span>",,,,
Andrea und Jürgen Wehrs GbR,Hoysinghausen 91,31600,Uchte,POINT (52.53544315 8.917410681029555),0174-3015522,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof Martens,Hollehitter Straße 1,24966,Sörup-Schwensby,POINT (54.7564498 9.6607011),0175-2413721,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Gutsverwaltung Pronstorf,Gutshof 1,23820,Pronstorf,POINT (53.95565345 10.466211254294933),0170-9169740,< 2000,,< 100,< 500,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
GENUSSRIND Bockelmann,Steinkenhöfen 1,29646,Bispingen,POINT (53.084328 9.9818954),05194-970850,< 500,,< 50,< 50,,,,,,
Ronnebaum Josef,Thüler Straße 67,26219,Bösel,POINT (52.9966805 7.9529285),04494-877520,< 500,,< 50,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Bredemeier,Eichenstraße 24,27245,Bahrenborstel,POINT (52.5587982 8.745593),,< 500,,< 50,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Seybold Naturkost,In den Herrenäckern 28/1,74348,Lauffen am Neckar,POINT (49.0661922 9.155986450774611),0151-15203704, < 50,,< 50,,< 50,"<span class=""textformatter-list"">Photovoltaik</span>",< 5,,,< 5
Heye-Enneking GbR,Oldorf 1a,49401,Damme,POINT (52.5276222 8.2596168),05491-7010, < 50,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Markus Grehl,Unterweilerstraße 7,89195,Staig,POINT (48.3025705 9.97604818219829),07346-3071041, < 50,,< 50,,,,,,,
Knost Milchvieh GbR,Stellerieger Straße 9,32339,Espelkamp-Frotheim,POINT (52.347609950000006 8.671730797315316),0160-5817067, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Landwirtschaftsbetrieb Kleine-Klatte,Bieste 40,49434,Neuenkirchen-Vörden,POINT (52.520551 8.054314),0178-4453785, < 50,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,< 5,,
Landwirtschaftsbetrieb Andreas Meier,Oberholzhausen 21,84130,Dingolfing,POINT (48.58279195 12.472294055461983),08731-8378, < 50,,,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Gray's Farm,Vordergasse 8,35510,Butzbach,POINT (50.3875269 8.6402824),,< 100,,< 50,,< 5,"<span class=""textformatter-list"">Photovoltaik</span>",< 5,,,
Reitstall Katenkamp,Bremer Weg 52,28816,Stuhr,POINT (52.9863448 8.6911726),0160-6356602,,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Linger GbR,Eichstr. 10,49844,Bawinkel,POINT (52.5808866 7.3911572),05963-981962,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Heinz Achter-Heege,Franziskusstraße 26,49740,Haselünne,POINT (52.70896455 7.54016515),,< 100,,,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Kickbusch-Eck,Wiesenweg 13,23623,Gnissau,POINT (54.0010597 10.4821134),0173-2195216 ,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Gut Wahnbek,An der Bäke 39,26180,Rastede,POINT (53.201109849999995 8.250818931787208),0441-39701,< 500,,< 500,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Hahnenhof Wipperfürth,Hahnenhof,50259,Pulheim,POINT (51.0483095 6.7695203762313945),,,,,,,,,,,
Landwirtschaftsbetrieb Fischer-Breiholz,Theodor-Kliefoth-Straße 22,19243,Wittenburg ,POINT (53.4453099 11.070488024799634),0172-4527193,< 500,,,< 50,,,,,,
Christian Schröder,Breite Straße 7,59609,Anröchte,POINT (51.5559631 8.272725496731166),02947-3313,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Landwirtschaftlicher Betrieb Kaiser,Hessenstraße 6,35085,Ebsdorfergrund,POINT (50.7568116 8.8500477),,,,,,,,,,,
"Fischer, Stuhr-Kladdingen",Kladdinger Straße 11,28816,Stuhr,POINT (53.0328023 8.758972889245088),0173-6119145, < 50,,< 500,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 5,,,
Harald Otter,Wulfstorfer Straße 6,29553,Wulfstorf,POINT (53.1789952 10.5224444),04137-7263,< 500,,< 50,< 100,,,,,,
Landwirtschaftsbetrieb Thomas Engfer,Dorfstraße 13,17091,Mölln ,POINT (53.5917309 13.0462028),039602-20607,< 2000,,< 500,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Obsthof Gestorf,Gografenwinkel 4,31832,Springe - Gestorf,POINT (52.2141996 9.7011578),,,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",< 50,,,
Cornelssen,Wildkamp 57,26419,Schortens,POINT (53.5208694 7.8894018),, < 50,,< 100,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Bergmann ,Im Oberdorf 34,33039,Nieheim,POINT (51.79438735 9.132645454788348),0157-52772735, < 50,,< 50,,,,,,,
Heiko Möller,Dorfstraße 15,25355,Groß Offenseth-Aspern,POINT (53.81912485 9.724834902742966),0172-4023773, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Berufsklauenpflege Reinier Hummel,Hasselterstraße 4,26835,Hesel,POINT (53.284098 7.6314877),04950 8230,,,< 50,,,,,,,
Zapf Frischgemüse GbR,Am Holderbühl 3,76870,Kandel,POINT (49.0903241 8.2154573),0172-6262466,< 100,,,,< 50,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Spargelhof Meyer,Holzhausen Dorfstraße 46,31592,Stolzenau,POINT (52.5240328 9.0529436),05761-1632,< 500,,,< 50,< 10,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Kuiter,Dorfstraße 1,49838,Handrup,POINT (52.5672876 7.5694212),05904-1273,< 100,,,< 50,,,,,,
Heermann,Preinhok 10,48734,Reken,POINT (51.8474062 7.053949163926479),,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
"Gutsverwaltung Hörst, Philipp Illies",Gut Hörst 1,24354,Rieseby,POINT (54.5466195 9.8451779),04355-999966,< 2000,,< 50,< 100,,,,,,
Landwirtschaftsbetrieb Dirk Hoffmann,Sackgasse 1,38275,Haverlah,POINT (52.055078249999994 10.3281477),,,,,,,,,,,
Sonja Schumacher,Hämelheider Straße 11,27324,Eystrup,POINT (52.792694600000004 9.266395689528593),04254-800166,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Christian Rehse,Bielsteinstraße 2,38644,Goslar,POINT (51.9498716 10.38102),05321-83102,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Heinenhof GbR,Heinenhof 1,50259,Pulheim-Orr,POINT (51.00919545 6.8296763678545656),0157-34349758,< 500,,< 50,,< 10,"<span class=""textformatter-list"">Photovoltaik, Sonstige</span>",,,,
Hof Kerlen ,Päpinghauser Straße 31,32423,Minden,POINT (52.3129919 8.9543845),0177-5671198,< 500,,< 50,,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Ritte,Ebbertsweg 2,46499,Hamminkeln,POINT (51.76649795 6.715044701353801),0163-6402452,< 100,,< 50,< 50,,,,,,
 Harmsen,Dorfallee 13,23623,Ahrensbök ,POINT (53.9483637 10.5646822),04505-213,< 100,,,,,,,,,
Holger Erdwien,Auf der Höhe 7a,49163,Bohmte,POINT (52.3508669 8.2433857),05473-913443,< 500,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Buchenhof,Buchenhof 1,56290,Beltheim - Sevenich,,06762-8158,,,< 100,< 50,,,,,,
Anne Böckmann,Osterdammer Straße 17a,49401,Damme,POINT (52.5209431 8.2066869),0178-1402346, < 50,,< 50,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
 Püning,Versmar 8,48351,Everswinkel,POINT (51.940989849999994 7.813485841892808),02582-65453,< 100,,< 50,< 50,,"<span class=""textformatter-list"">Biogas, Photovoltaik</span>",,,,
Landwirtschaftsbetrieb Blanck,Westküstenstraße,23769,Fehmarn,POINT (54.4886647 11.0309469),,< 100,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof Behnk,Steensrade 4,23847,Rethwisch,POINT (53.7929389 10.4455131),04539-361,< 100,,< 50,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Daniel Seipp,Pfarrgarten 22,35423,Lich,POINT (50.4845279 8.79429644726724),0175-1967231,< 100,,,,,,,,,
Markus Stölting,Tankenrader Berg 1,23623,Ahrensbök,POINT (53.9560549 10.5284871),04506-892488, < 50,,< 50,,,,,,,
Biohof Mayr,Osterfeldstraße 19,86929,Penzing,POINT (48.075211350000004 10.933306488883886),08191-989626,< 100,,,< 50,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
Hof Lenz,Groß Pretzier 1,29559,Wrestedt,POINT (52.9199909 10.6933101),05825-8240,< 500,,,,,"<span class=""textformatter-list"">Photovoltaik</span>",,,,
